interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00004111,CU00004270,2025-05-12,Email,Loan enquiry,12.3,1
IN00004112,CU00001967,2025-09-16,Branch,Loan enquiry,6.38,4
IN00004113,CU00002366,2026-08-07,Branch,Card issue,19.36,5
IN00004114,CU00002327,2025-09-20,App,KYC,7.01,4
IN00004115,CU00000366,2025-01-24,Email,Card issue,26.93,2
IN00004116,CU00001222,2024-09-21,Call Centre,Loan enquiry,11.59,3
IN00004117,CU00001358,2026-08-22,Chat,KYC,33.57,4
IN00004118,CU00003586,2025-11-04,App,Complaint,10.57,5
IN00004119,CU00002000,2026-03-17,App,Card issue,41.59,4
IN00004120,CU00000577,2025-08-01,Chat,Complaint,9.62,5
IN00004121,CU00000264,2024-11-12,Call Centre,KYC,3.95,3
IN00004122,CU00000097,2025-01-14,App,Card issue,8.86,4
IN00004123,CU00001644,2024-09-07,Email,KYC,10.71,5
IN00004124,CU00002057,2026-02-13,App,Card issue,18.69,4
IN00004125,CU00001388,2025-07-13,Email,Loan enquiry,9.22,5
IN00004126,CU00002156,2025-12-30,Call Centre,Complaint,19.61,3
IN00004127,CU00002721,2025-10-26,App,Card issue,7.39,5
IN00004128,CU00003236,2026-01-26,Branch,Loan enquiry,29.26,4
IN00004129,CU00000677,2026-08-09,Call Centre,Complaint,41.89,5
IN00004130,CU00000014,2026-08-23,Call Centre,Digital help,4.89,3
IN00004131,CU00003352,2024-12-22,Chat,Digital help,32.56,2
IN00004132,CU00003051,2025-03-03,Email,Card issue,20.75,5
IN00004133,CU00003339,2025-02-14,Chat,Digital help,24.48,2
IN00004134,CU00002753,2025-05-03,Call Centre,Service request,6.82,4
IN00004135,CU00001074,2025-04-20,Email,Service request,3.14,5
IN00004136,CU00004029,2026-06-06,Chat,Loan enquiry,21.48,5
IN00004137,CU00004495,2025-04-06,Email,Digital help,50.65,5
IN00004138,CU00000796,2026-02-13,Branch,Digital help,4.98,2
IN00004139,CU00004941,2025-05-11,Branch,Service request,10.8,3
IN00004140,CU00001955,2026-06-30,Branch,Complaint,39.97,4
IN00004141,CU00001980,2025-02-19,Email,Card issue,6.63,5
IN00004142,CU00002364,2026-01-07,App,Service request,6.12,3
IN00004143,CU00000698,2026-06-21,Email,KYC,15.13,4
IN00004144,CU00002460,2025-04-24,App,Loan enquiry,16.59,5
IN00004145,CU00001089,2026-07-09,Chat,Complaint,29.05,4
IN00004146,CU00003624,2025-11-22,Call Centre,Service request,8.85,5
IN00004147,CU00003308,2025-04-03,App,Loan enquiry,12.88,4
IN00004148,CU00004278,2025-01-11,Chat,Card issue,17.24,5
IN00004149,CU00000308,2026-03-20,Branch,Complaint,40.0,5
IN00004150,CU00001096,2025-06-01,Call Centre,Loan enquiry,33.94,5
IN00004151,CU00000236,2025-07-04,App,Complaint,47.55,4
IN00004152,CU00003518,2024-12-14,Chat,Card issue,12.01,4
IN00004153,CU00003333,2025-07-08,Email,Complaint,13.18,5
IN00004154,CU00000005,2025-11-23,App,KYC,25.67,5
IN00004155,CU00002494,2025-12-14,Chat,KYC,5.77,5
IN00004156,CU00004876,2025-06-06,App,Digital help,6.9,2
IN00004157,CU00004889,2026-07-30,Chat,Loan enquiry,12.99,1
IN00004158,CU00001997,2025-09-12,Email,KYC,25.39,3
IN00004159,CU00003861,2026-07-29,Branch,Card issue,12.56,4
IN00004160,CU00002354,2026-04-17,Chat,Complaint,49.72,1
IN00004161,CU00001462,2025-12-15,Chat,Card issue,16.5,4
IN00004162,CU00003482,2026-06-15,Branch,Complaint,10.26,4
IN00004163,CU00002066,2026-06-21,Email,Loan enquiry,26.11,4
IN00004164,CU00001115,2025-10-17,Email,Complaint,7.42,4
IN00004165,CU00004129,2026-04-09,App,KYC,17.1,5
IN00004166,CU00003712,2025-06-10,Branch,Loan enquiry,17.07,4
IN00004167,CU00002326,2025-04-10,Chat,KYC,29.23,4
IN00004168,CU00002133,2024-10-14,Call Centre,KYC,7.48,3
IN00004169,CU00003997,2025-02-15,Call Centre,Loan enquiry,14.77,5
IN00004170,CU00002365,2025-09-12,Branch,Digital help,21.56,5
IN00004171,CU00003668,2025-03-28,Chat,Service request,40.89,4
IN00004172,CU00004136,2025-06-11,Call Centre,Complaint,12.11,5
IN00004173,CU00000008,2025-02-19,Branch,Loan enquiry,23.51,5
IN00004174,CU00000532,2025-04-11,App,Service request,17.36,5
IN00004175,CU00000290,2026-02-18,App,Complaint,5.43,5
IN00004176,CU00003563,2025-08-31,Email,KYC,3.01,4
IN00004177,CU00003166,2025-03-30,Branch,Service request,3.47,5
IN00004178,CU00002523,2024-10-28,Branch,Card issue,10.0,5
IN00004179,CU00000722,2025-02-23,Branch,Complaint,14.73,3
IN00004180,CU00004923,2026-04-05,App,KYC,26.28,5
IN00004181,CU00004131,2025-09-12,Call Centre,KYC,16.8,1
IN00004182,CU00000403,2025-03-05,Chat,Loan enquiry,18.37,3
IN00004183,CU00003430,2024-12-20,Branch,Card issue,14.09,4
IN00004184,CU00004381,2024-11-06,Chat,Service request,2.33,5
IN00004185,CU00004772,2025-04-27,Branch,KYC,16.46,4
IN00004186,CU00002923,2025-01-08,Branch,Loan enquiry,35.85,5
IN00004187,CU00002959,2024-10-15,Chat,Card issue,23.13,4
IN00004188,CU00001499,2026-03-05,App,Digital help,34.78,5
IN00004189,CU00004574,2025-01-19,Call Centre,Loan enquiry,8.35,4
IN00004190,CU00004136,2026-01-10,App,KYC,10.4,4
IN00004191,CU00001716,2024-09-26,Branch,Digital help,32.55,4
IN00004192,CU00003503,2025-05-18,Branch,Digital help,10.72,5
IN00004193,CU00000287,2026-05-08,Chat,Complaint,9.14,3
IN00004194,CU00000427,2025-12-12,Call Centre,Card issue,53.92,4
IN00004195,CU00002100,2026-04-11,Call Centre,Card issue,17.39,5
IN00004196,CU00004424,2025-11-07,Branch,Card issue,13.5,4
IN00004197,CU00001505,2025-08-22,App,Complaint,7.0,4
IN00004198,CU00002950,2026-06-01,App,KYC,16.82,4
IN00004199,CU00004865,2025-01-26,Call Centre,Complaint,4.56,5
IN00004200,CU00001576,2026-05-22,Call Centre,Complaint,15.85,4
IN00004201,CU00000484,2025-01-24,App,Service request,2.74,4
IN00004202,CU00001485,2026-06-07,Email,Digital help,18.75,5
IN00004203,CU00004162,2025-07-29,Chat,Digital help,5.29,4
IN00004204,CU00000016,2025-04-24,Chat,Service request,36.64,3
IN00004205,CU00004730,2025-04-23,Call Centre,Card issue,15.21,5
IN00004206,CU00004412,2026-06-17,App,Card issue,41.14,5
IN00004207,CU00000423,2026-08-23,Email,Complaint,2.82,3
IN00004208,CU00001873,2025-07-19,App,Loan enquiry,3.36,4
IN00004209,CU00004842,2024-11-12,App,Loan enquiry,36.94,4
IN00004210,CU00003880,2026-02-13,Branch,Card issue,16.55,4
IN00004211,CU00001874,2024-09-02,Call Centre,Service request,17.03,5
IN00004212,CU00000387,2025-03-18,Call Centre,Card issue,21.76,4
IN00004213,CU00001835,2025-10-29,Call Centre,Digital help,27.78,4
IN00004214,CU00001680,2026-04-28,Call Centre,Loan enquiry,13.09,4
IN00004215,CU00004584,2025-12-20,Chat,Service request,37.37,5
IN00004216,CU00001862,2026-02-13,Email,Service request,11.61,4
IN00004217,CU00001616,2024-12-13,Chat,Loan enquiry,21.39,5
IN00004218,CU00001410,2026-05-02,App,Digital help,1.49,5
IN00004219,CU00001099,2024-09-30,Email,Digital help,16.06,4
IN00004220,CU00003481,2025-07-21,Branch,Loan enquiry,8.98,5
IN00004221,CU00001078,2025-06-25,Chat,Service request,30.2,4
IN00004222,CU00000859,2024-12-22,Chat,Loan enquiry,17.96,4
IN00004223,CU00003674,2025-10-03,Chat,Loan enquiry,3.04,5
IN00004224,CU00000255,2024-10-21,Call Centre,Loan enquiry,7.94,5
IN00004225,CU00000298,2026-02-18,Chat,Service request,31.61,4
IN00004226,CU00000415,2026-01-16,Call Centre,Card issue,46.81,5
IN00004227,CU00000016,2026-04-09,Branch,Complaint,12.91,4
IN00004228,CU00003271,2025-01-11,Branch,Digital help,16.14,5
IN00004229,CU00002669,2026-02-25,App,Service request,6.27,2
IN00004230,CU00000727,2025-03-01,Call Centre,Loan enquiry,22.38,4
IN00004231,CU00002689,2026-02-23,Chat,Digital help,20.7,4
IN00004232,CU00004389,2024-12-02,Branch,Digital help,40.29,4
IN00004233,CU00003720,2026-08-16,App,Service request,19.73,5
IN00004234,CU00003439,2025-06-22,Branch,KYC,12.25,5
IN00004235,CU00004073,2024-12-27,Email,Digital help,6.38,3
IN00004236,CU00002804,2025-08-30,Call Centre,Loan enquiry,8.31,1
IN00004237,CU00002320,2026-07-30,App,Complaint,24.09,4
IN00004238,CU00003793,2025-07-09,Branch,KYC,3.43,5
IN00004239,CU00003514,2025-05-15,Branch,Digital help,6.08,5
IN00004240,CU00003175,2025-07-14,Email,Card issue,26.03,5
IN00004241,CU00001565,2025-07-23,Call Centre,Card issue,18.25,4
IN00004242,CU00001926,2025-12-31,Call Centre,Card issue,15.05,2
IN00004243,CU00004538,2026-01-31,Branch,Digital help,5.04,3
IN00004244,CU00004376,2026-08-30,App,Card issue,13.38,1
IN00004245,CU00000022,2025-01-27,Branch,Complaint,65.4,4
IN00004246,CU00003458,2026-01-07,Branch,Card issue,30.61,5
IN00004247,CU00002279,2025-01-17,Email,KYC,52.3,5
IN00004248,CU00004722,2024-09-02,Branch,Complaint,8.65,2
IN00004249,CU00001428,2025-04-21,Email,Complaint,8.61,5
IN00004250,CU00001481,2026-04-26,Branch,Service request,21.66,5
IN00004251,CU00000764,2024-11-10,Call Centre,KYC,3.05,5
IN00004252,CU00004291,2024-10-08,App,Card issue,11.89,2
IN00004253,CU00000547,2024-09-26,Call Centre,Digital help,22.9,5
IN00004254,CU00002195,2025-10-13,Chat,Service request,18.29,2
IN00004255,CU00003549,2025-10-08,App,Loan enquiry,13.43,5
IN00004256,CU00000795,2025-06-06,Email,KYC,26.52,5
IN00004257,CU00002037,2026-05-15,Branch,Digital help,3.53,3
IN00004258,CU00003203,2024-12-03,Chat,Loan enquiry,32.3,3
IN00004259,CU00001308,2025-07-03,Chat,Card issue,12.47,4
IN00004260,CU00001687,2025-10-06,Chat,Card issue,1.54,2
IN00004261,CU00004426,2025-03-20,Chat,Complaint,11.63,3
IN00004262,CU00001263,2026-06-05,Email,Card issue,13.02,4
IN00004263,CU00004644,2026-05-16,App,Service request,4.89,5
IN00004264,CU00003596,2026-06-20,Email,Loan enquiry,19.08,4
IN00004265,CU00002410,2025-11-26,Email,Service request,16.05,4
IN00004266,CU00001941,2025-09-06,Email,Complaint,43.21,4
IN00004267,CU00000554,2025-05-06,Call Centre,Service request,3.34,1
IN00004268,CU00000596,2024-12-20,App,Complaint,2.1,4
IN00004269,CU00001400,2024-10-27,Call Centre,KYC,14.89,2
IN00004270,CU00002742,2026-02-26,Email,Loan enquiry,16.92,4
IN00004271,CU00004253,2024-09-06,App,Digital help,24.72,4
IN00004272,CU00000064,2026-05-14,Call Centre,Complaint,13.69,5
IN00004273,CU00001902,2025-07-17,Chat,KYC,1.44,5
IN00004274,CU00003776,2024-12-29,App,Service request,1.55,5
IN00004275,CU00000557,2026-06-29,Chat,Service request,19.95,4
IN00004276,CU00004464,2025-06-28,Chat,KYC,30.89,5
IN00004277,CU00001545,2025-05-07,Chat,Digital help,14.37,2
IN00004278,CU00003391,2024-10-12,Chat,Service request,18.73,4
IN00004279,CU00002915,2025-09-23,App,Digital help,13.23,5
IN00004280,CU00004854,2026-07-02,Chat,Card issue,12.49,4
IN00004281,CU00001569,2024-11-20,Branch,Card issue,35.52,3
IN00004282,CU00004292,2026-01-10,Chat,Card issue,12.62,2
IN00004283,CU00002940,2026-08-12,Call Centre,Digital help,22.35,5
IN00004284,CU00001810,2025-03-12,Email,Card issue,8.43,1
IN00004285,CU00002331,2025-12-15,Call Centre,Card issue,10.94,3
IN00004286,CU00004569,2025-08-12,Chat,KYC,24.47,2
IN00004287,CU00002392,2025-04-14,App,Digital help,27.09,2
IN00004288,CU00004040,2026-05-06,Chat,Complaint,40.87,5
IN00004289,CU00002446,2025-03-25,Chat,KYC,26.67,4
IN00004290,CU00002384,2026-02-16,App,Card issue,13.66,4
IN00004291,CU00001796,2025-05-11,Email,Loan enquiry,4.22,3
IN00004292,CU00000688,2024-12-06,Branch,Card issue,13.59,5
IN00004293,CU00000768,2026-03-28,Chat,Card issue,30.49,2
IN00004294,CU00004958,2025-08-19,App,Complaint,9.15,5
IN00004295,CU00002487,2024-10-26,Branch,Digital help,10.82,3
IN00004296,CU00002888,2026-07-03,App,Card issue,6.71,5
IN00004297,CU00001215,2024-11-23,App,Digital help,24.68,4
IN00004298,CU00003450,2026-07-15,Branch,Complaint,13.86,5
IN00004299,CU00001051,2025-12-01,Chat,KYC,29.2,4
IN00004300,CU00003439,2026-05-15,Branch,Service request,50.65,2
IN00004301,CU00001199,2026-03-22,App,Loan enquiry,31.67,4
IN00004302,CU00002828,2026-02-09,Email,Digital help,10.97,4
IN00004303,CU00000789,2026-08-07,App,Digital help,11.2,3
IN00004304,CU00002778,2024-09-06,Chat,KYC,9.74,3
IN00004305,CU00003040,2026-02-28,Call Centre,KYC,2.43,3
IN00004306,CU00004937,2025-01-03,Chat,Service request,17.18,5
IN00004307,CU00004642,2026-04-19,Chat,Service request,7.21,4
IN00004308,CU00003225,2025-07-14,Branch,Loan enquiry,27.5,4
IN00004309,CU00002118,2026-03-12,Call Centre,Service request,17.7,5
IN00004310,CU00000186,2024-11-01,Call Centre,Digital help,12.36,5
IN00004311,CU00002789,2025-04-24,Email,Service request,8.35,4
IN00004312,CU00002701,2025-05-12,Chat,Complaint,3.3,4
IN00004313,CU00001738,2026-08-03,Call Centre,KYC,21.23,3
IN00004314,CU00002638,2025-10-21,Call Centre,Digital help,12.06,5
IN00004315,CU00000180,2025-05-02,Email,Complaint,25.79,5
IN00004316,CU00003131,2026-04-06,Chat,KYC,5.19,4
IN00004317,CU00004060,2026-05-02,Branch,Complaint,40.49,5
IN00004318,CU00004307,2026-03-06,Branch,KYC,16.93,4
IN00004319,CU00001906,2026-04-29,Chat,Digital help,27.0,3
IN00004320,CU00002718,2025-12-16,App,Loan enquiry,7.11,5
IN00004321,CU00003584,2025-07-11,App,Digital help,5.15,4
IN00004322,CU00001131,2026-04-22,Chat,Service request,53.89,5
IN00004323,CU00001058,2025-07-20,Chat,KYC,4.5,4
IN00004324,CU00002796,2025-08-15,Email,Loan enquiry,23.69,4
IN00004325,CU00004045,2024-10-23,Chat,Card issue,41.22,4
IN00004326,CU00002753,2024-11-02,Email,Card issue,16.17,5
IN00004327,CU00001590,2026-08-28,App,KYC,21.11,5
IN00004328,CU00004277,2026-06-13,Branch,Service request,36.88,4
IN00004329,CU00004617,2025-03-08,Branch,Loan enquiry,18.11,4
IN00004330,CU00004078,2026-03-03,Branch,Digital help,16.52,5
IN00004331,CU00003286,2025-01-29,Chat,KYC,24.33,3
IN00004332,CU00003548,2026-07-03,Chat,KYC,21.55,2
IN00004333,CU00004848,2024-12-09,App,Digital help,11.99,4
IN00004334,CU00002060,2025-04-28,Branch,Card issue,16.88,4
IN00004335,CU00001860,2026-02-11,Email,Complaint,30.32,3
IN00004336,CU00002022,2024-10-11,Branch,Digital help,12.33,3
IN00004337,CU00001662,2026-07-26,App,Card issue,48.9,4
IN00004338,CU00004543,2025-10-27,Branch,KYC,4.12,3
IN00004339,CU00004526,2025-03-02,Email,Loan enquiry,19.91,4
IN00004340,CU00000275,2025-02-06,Branch,Service request,18.23,5
IN00004341,CU00001192,2024-10-06,Call Centre,Digital help,27.03,4
IN00004342,CU00005000,2026-04-20,Branch,Card issue,16.48,4
IN00004343,CU00001267,2026-05-04,Chat,Digital help,12.85,4
IN00004344,CU00004858,2025-05-11,Chat,Loan enquiry,11.42,4
IN00004345,CU00000380,2026-03-18,Email,Service request,28.08,5
IN00004346,CU00002996,2026-01-07,Chat,Digital help,9.59,4
IN00004347,CU00000210,2025-06-29,Chat,Card issue,10.44,1
IN00004348,CU00004501,2025-07-09,Chat,KYC,35.77,4
IN00004349,CU00004923,2025-09-28,App,Service request,5.16,5
IN00004350,CU00002057,2025-12-18,Email,Service request,11.91,4
IN00004351,CU00002799,2026-03-26,Chat,Card issue,5.39,2
IN00004352,CU00001180,2026-07-19,Call Centre,KYC,0.95,4
IN00004353,CU00004974,2025-08-01,Email,Card issue,30.11,2
IN00004354,CU00002156,2026-04-23,App,Complaint,10.08,4
IN00004355,CU00002584,2026-06-21,Email,Complaint,41.33,5
IN00004356,CU00003338,2026-03-03,Chat,Service request,18.18,5
IN00004357,CU00002705,2025-12-23,Chat,Digital help,8.98,4
IN00004358,CU00002913,2026-08-04,Branch,Loan enquiry,8.13,3
IN00004359,CU00000554,2024-11-01,Chat,KYC,15.96,3
IN00004360,CU00000709,2025-05-21,App,Card issue,21.79,4
IN00004361,CU00000996,2025-08-03,App,Loan enquiry,32.49,3
IN00004362,CU00002767,2026-01-17,Email,Digital help,5.07,5
IN00004363,CU00004860,2025-09-02,Call Centre,KYC,35.02,5
IN00004364,CU00003489,2024-09-14,Call Centre,Complaint,11.57,5
IN00004365,CU00001288,2024-10-20,Email,Digital help,13.68,5
IN00004366,CU00000105,2026-02-12,Branch,Card issue,27.39,3
IN00004367,CU00003052,2026-07-21,Branch,Card issue,14.2,5
IN00004368,CU00002177,2025-07-05,Email,KYC,30.37,4
IN00004369,CU00004273,2024-11-05,Branch,Loan enquiry,21.38,4
IN00004370,CU00004276,2026-07-12,Chat,KYC,9.07,4
IN00004371,CU00004948,2025-03-31,Call Centre,Digital help,11.45,3
IN00004372,CU00000814,2026-01-10,Branch,Digital help,9.58,4
IN00004373,CU00003521,2024-12-07,Email,Card issue,2.61,2
IN00004374,CU00000062,2025-01-17,Branch,Digital help,10.14,5
IN00004375,CU00004601,2026-03-07,Branch,KYC,14.44,2
IN00004376,CU00004844,2024-09-05,Email,Card issue,16.05,5
IN00004377,CU00002761,2026-03-28,Chat,KYC,7.21,4
IN00004378,CU00000781,2026-01-25,Call Centre,Loan enquiry,1.61,4
IN00004379,CU00003210,2026-02-02,Email,Card issue,26.72,5
IN00004380,CU00000726,2025-12-03,Call Centre,Complaint,4.28,5
IN00004381,CU00004771,2024-12-06,Email,Digital help,4.02,5
IN00004382,CU00003808,2025-01-30,App,Loan enquiry,14.96,5
IN00004383,CU00000902,2026-04-08,Call Centre,Complaint,42.82,5
IN00004384,CU00004370,2026-06-06,Chat,Service request,21.98,3
IN00004385,CU00002202,2025-06-06,Email,KYC,3.23,5
IN00004386,CU00002058,2024-10-25,Call Centre,Service request,6.39,3
IN00004387,CU00001959,2025-03-05,Call Centre,Complaint,19.48,5
IN00004388,CU00000043,2024-09-28,Branch,Card issue,4.44,4
IN00004389,CU00004643,2025-09-07,App,Digital help,15.98,4
IN00004390,CU00000881,2026-03-14,Email,Loan enquiry,24.67,4
IN00004391,CU00003094,2025-10-07,Email,Loan enquiry,18.78,5
IN00004392,CU00002387,2024-10-06,Branch,Complaint,5.94,5
IN00004393,CU00004304,2025-12-04,Call Centre,Loan enquiry,5.56,4
IN00004394,CU00003785,2025-11-14,App,Service request,17.75,4
IN00004395,CU00000892,2026-02-12,Branch,Service request,11.84,3
IN00004396,CU00002761,2025-08-31,Email,Service request,5.7,2
IN00004397,CU00002313,2024-11-23,Branch,Complaint,15.95,3
IN00004398,CU00002539,2026-07-01,Call Centre,KYC,23.06,4
IN00004399,CU00003616,2025-03-31,Branch,Complaint,24.67,4
IN00004400,CU00003401,2025-11-08,Email,Card issue,6.83,5
IN00004401,CU00000314,2024-10-11,Chat,Loan enquiry,12.58,4
IN00004402,CU00000820,2025-03-15,Branch,Complaint,27.56,3
IN00004403,CU00003454,2025-12-01,Email,Complaint,14.58,5
IN00004404,CU00003642,2025-08-26,Chat,Complaint,23.93,5
IN00004405,CU00002757,2025-05-25,Call Centre,Complaint,4.17,5
IN00004406,CU00003032,2025-04-10,App,Loan enquiry,3.22,5
IN00004407,CU00000279,2025-05-07,App,Card issue,28.55,2
IN00004408,CU00001327,2026-01-20,Call Centre,Complaint,18.58,4
IN00004409,CU00001809,2025-12-31,Email,Service request,28.6,4
IN00004410,CU00000431,2025-12-30,App,KYC,15.2,5
IN00004411,CU00001905,2026-03-03,Email,Loan enquiry,15.05,4
IN00004412,CU00001886,2026-03-07,Chat,Digital help,4.14,4
IN00004413,CU00004953,2025-09-24,Branch,Complaint,9.04,5
IN00004414,CU00002577,2024-12-23,Branch,Card issue,3.85,4
IN00004415,CU00001736,2025-05-19,Branch,Card issue,33.82,5
IN00004416,CU00001310,2025-11-20,App,KYC,13.89,3
IN00004417,CU00004714,2025-01-29,Chat,Loan enquiry,22.1,4
IN00004418,CU00002033,2026-04-01,Call Centre,Complaint,15.91,1
IN00004419,CU00000499,2025-12-04,Branch,KYC,19.64,3
IN00004420,CU00002182,2024-12-03,Branch,KYC,29.31,5
IN00004421,CU00000860,2026-02-23,Call Centre,Card issue,7.84,5
IN00004422,CU00001566,2024-11-24,Chat,Card issue,29.06,4
IN00004423,CU00003332,2026-06-25,Chat,Card issue,17.71,5
IN00004424,CU00000958,2025-11-24,Chat,Loan enquiry,13.01,4
IN00004425,CU00002696,2026-05-13,Call Centre,Card issue,7.57,3
IN00004426,CU00003555,2026-01-31,App,Complaint,3.29,5
IN00004427,CU00002278,2025-02-22,Email,Service request,14.42,4
IN00004428,CU00001140,2025-02-24,Email,Card issue,5.25,4
IN00004429,CU00000784,2025-12-19,Email,KYC,46.02,4
IN00004430,CU00003595,2024-11-24,Branch,Complaint,14.84,4
IN00004431,CU00001734,2024-11-13,Branch,Card issue,44.57,2
IN00004432,CU00003237,2025-03-16,Email,Complaint,35.89,4
IN00004433,CU00004229,2025-04-24,Branch,KYC,10.18,4
IN00004434,CU00000903,2025-09-18,App,Service request,2.7,3
IN00004435,CU00000263,2025-06-24,Call Centre,Loan enquiry,26.0,4
IN00004436,CU00001740,2024-11-14,Call Centre,KYC,20.43,4
IN00004437,CU00004272,2025-03-13,Chat,Service request,28.23,4
IN00004438,CU00000961,2026-04-10,Chat,Service request,19.1,5
IN00004439,CU00001830,2025-11-21,Branch,Card issue,24.54,4
IN00004440,CU00000222,2025-02-07,Email,Service request,15.24,4
IN00004441,CU00002091,2026-06-18,Chat,Loan enquiry,18.85,3
IN00004442,CU00002890,2026-03-08,Call Centre,KYC,8.44,5
IN00004443,CU00000097,2025-06-06,Branch,Card issue,14.29,5
IN00004444,CU00000782,2026-06-26,Chat,Card issue,29.24,4
IN00004445,CU00000490,2026-05-19,Chat,Service request,13.54,5
IN00004446,CU00004334,2025-04-28,Call Centre,Complaint,10.27,4
IN00004447,CU00004451,2025-01-12,Branch,Loan enquiry,17.37,4
IN00004448,CU00002728,2025-05-24,Chat,Card issue,9.65,4
IN00004449,CU00004514,2025-07-21,Branch,KYC,12.88,4
IN00004450,CU00003173,2025-10-26,Chat,Loan enquiry,13.06,5
IN00004451,CU00004629,2024-11-16,Chat,Card issue,27.57,5
IN00004452,CU00003762,2024-09-19,Branch,Card issue,12.86,3
IN00004453,CU00003105,2025-05-01,App,Loan enquiry,18.0,3
IN00004454,CU00000764,2026-02-28,Call Centre,Card issue,19.82,4
IN00004455,CU00001947,2026-01-15,App,KYC,14.1,5
IN00004456,CU00002550,2026-03-25,Call Centre,Service request,9.88,4
IN00004457,CU00003254,2025-03-24,Branch,Complaint,33.96,3
IN00004458,CU00004871,2025-07-20,Chat,Digital help,21.91,4
IN00004459,CU00003294,2025-07-12,App,KYC,14.54,4
IN00004460,CU00003215,2025-01-03,Chat,KYC,16.82,4
IN00004461,CU00002907,2025-08-13,Branch,Digital help,9.75,4
IN00004462,CU00000226,2026-05-05,Call Centre,Loan enquiry,11.79,3
IN00004463,CU00004701,2025-05-31,Email,Digital help,33.64,2
IN00004464,CU00000888,2025-01-18,Chat,Card issue,13.54,4
IN00004465,CU00004598,2025-08-05,App,Service request,31.95,4
IN00004466,CU00003457,2026-07-29,Chat,Service request,6.64,4
IN00004467,CU00001610,2025-10-26,Branch,Loan enquiry,11.22,5
IN00004468,CU00002753,2026-01-24,Chat,Loan enquiry,7.55,4
IN00004469,CU00000785,2025-10-02,Email,Card issue,21.04,4
IN00004470,CU00004157,2026-07-22,Call Centre,Complaint,5.55,5
